질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
OTH-021,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=SEME75,responses/OTH-021/turn_02.json
OTH-022,1,기타 > 시리즈 설명,CG3S13 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=CG3S13 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S13 시리즈 설명해줘,responses/OTH-022/turn_01.json
OTH-022,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=CG3S13,responses/OTH-022/turn_02.json
OTH-023,1,기타 > 시리즈 설명,UGMG21 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=UGMG21 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMG21 시리즈 설명해줘,responses/OTH-023/turn_01.json
OTH-023,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=UGMG22,responses/OTH-023/turn_02.json
OTH-024,1,기타 > 시리즈 설명,UGMH08 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=UGMH08 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMH08 시리즈 설명해줘,responses/OTH-024/turn_01.json
OTH-024,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=UGMH08,responses/OTH-024/turn_02.json
OTH-025,1,기타 > 시리즈 설명,DIN 885-A 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=DIN 885-A | 기대 결과: 시리즈 설명,통과,web_search 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=web_search | explanation=DIN 885-A 시리즈 설명해줘,responses/OTH-025/turn_01.json
OTH-025,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=none,responses/OTH-025/turn_02.json
OTH-026,1,기타 > 시리즈 설명,EMI42 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=EMI42 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=EMI42 시리즈 설명해줘,responses/OTH-026/turn_01.json
OTH-026,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=EMI42,responses/OTH-026/turn_02.json
OTH-027,1,기타 > 시리즈 설명,GMG16 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=GMG16 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=GMG16 시리즈 설명해줘,responses/OTH-027/turn_01.json
OTH-027,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=GMG16,responses/OTH-027/turn_02.json
OTH-028,1,기타 > 시리즈 설명,SEME75 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=SEME75 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SEME75 시리즈 설명해줘,responses/OTH-028/turn_01.json
OTH-028,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=SEME75,responses/OTH-028/turn_02.json
OTH-029,1,기타 > 시리즈 설명,CG3S13 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=CG3S13 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S13 시리즈 설명해줘,responses/OTH-029/turn_01.json
OTH-029,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=CG3S13,responses/OTH-029/turn_02.json
OTH-030,1,기타 > 시리즈 설명,UGMG21 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=UGMG21 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMG21 시리즈 설명해줘,responses/OTH-030/turn_01.json
OTH-030,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=UGMG22,responses/OTH-030/turn_02.json
OTH-031,1,기타 > 시리즈 설명,UGMH08 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=UGMH08 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMH08 시리즈 설명해줘,responses/OTH-031/turn_01.json
OTH-031,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=UGMH08,responses/OTH-031/turn_02.json
OTH-032,1,기타 > 시리즈 설명,DIN 885-A 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=DIN 885-A | 기대 결과: 시리즈 설명,통과,설명형 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=DIN 885-A 시리즈 설명해줘,responses/OTH-032/turn_01.json
OTH-032,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=none,responses/OTH-032/turn_02.json
OTH-033,1,기타 > 시리즈 설명,EMI42 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=EMI42 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=EMI42 시리즈 설명해줘,responses/OTH-033/turn_01.json
OTH-033,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=EMI42,responses/OTH-033/turn_02.json
OTH-034,1,기타 > 시리즈 설명,GMG16 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=GMG16 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=GMG16 시리즈 설명해줘,responses/OTH-034/turn_01.json
OTH-034,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=GMG16,responses/OTH-034/turn_02.json
OTH-035,1,기타 > 시리즈 설명,SEME75 시리즈 설명해줘,시리즈 설명 요청으로 해석해 내부 지식/DB 기반 특징을 요약해야 한다. 확인되지 않은 스펙이나 존재하지 않는 시리즈를 지어내면 안 된다.,필수 필터/의도: seriesName=SEME75 | 기대 결과: 시리즈 설명,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SEME75 시리즈 설명해줘,responses/OTH-035/turn_01.json
OTH-035,2,기타 > 시리즈 설명,그 시리즈로 추천도 해줘,직전 설명 대상 시리즈를 필터나 참고 조건으로 삼아 추천 흐름으로 이어가야 한다.,기대 결과: 시리즈 설명 후 추천 전환,통과,설명형 응답이 확인됩니다.,purpose=question | filters=seriesName=SEME75,responses/OTH-035/turn_02.json
OTH-036,1,기타 > 이미지/지원 범위,SEME75100E 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SEME75100E | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SEME75100E 사진 보여줘,responses/OTH-036/turn_01.json
OTH-037,1,기타 > 이미지/지원 범위,SG9E7710015 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SG9E7710015 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SG9E7710015 사진 보여줘,responses/OTH-037/turn_01.json
OTH-038,1,기타 > 이미지/지원 범위,CG3S1306045 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=CG3S1306045 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S1306045 사진 보여줘,responses/OTH-038/turn_01.json
OTH-039,1,기타 > 이미지/지원 범위,CG3S1306025 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=CG3S1306025 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S1306025 사진 보여줘,responses/OTH-039/turn_01.json
OTH-040,1,기타 > 이미지/지원 범위,UGMG210100 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=UGMG210100 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMG210100 사진 보여줘,responses/OTH-040/turn_01.json
OTH-041,1,기타 > 이미지/지원 범위,EMI420100 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=EMI420100 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=EMI420100 사진 보여줘,responses/OTH-041/turn_01.json
OTH-042,1,기타 > 이미지/지원 범위,SEME75100E 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SEME75100E | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SEME75100E 사진 보여줘,responses/OTH-042/turn_01.json
OTH-043,1,기타 > 이미지/지원 범위,SG9E7710015 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SG9E7710015 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SG9E7710015 사진 보여줘,responses/OTH-043/turn_01.json
OTH-044,1,기타 > 이미지/지원 범위,CG3S1306045 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=CG3S1306045 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S1306045 사진 보여줘,responses/OTH-044/turn_01.json
OTH-045,1,기타 > 이미지/지원 범위,CG3S1306025 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=CG3S1306025 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S1306025 사진 보여줘,responses/OTH-045/turn_01.json
OTH-046,1,기타 > 이미지/지원 범위,UGMG210100 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=UGMG210100 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=UGMG210100 사진 보여줘,responses/OTH-046/turn_01.json
OTH-047,1,기타 > 이미지/지원 범위,EMI420100 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=EMI420100 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=EMI420100 사진 보여줘,responses/OTH-047/turn_01.json
OTH-048,1,기타 > 이미지/지원 범위,SEME75100E 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SEME75100E | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SEME75100E 사진 보여줘,responses/OTH-048/turn_01.json
OTH-049,1,기타 > 이미지/지원 범위,SG9E7710015 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=SG9E7710015 | 기대 결과: 이미지 가능 여부 안내,통과,이미지 지원 범위를 안내했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=SG9E7710015 사진 보여줘,responses/OTH-049/turn_01.json
OTH-050,1,기타 > 이미지/지원 범위,CG3S1306045 사진 보여줘,"이미지 제공 요청으로 해석하고, 실제 이미지 자산이 있는지 확인해 가능 범위만 안내해야 한다. 지원하지 않으면 정확히 제한을 설명해야 하며, 존재하지 않는 사진을 설명하면 안 된다.",필수 필터/의도: productCode=CG3S1306045 | 기대 결과: 이미지 가능 여부 안내,일부 통과,이미지 관련 안내가 약합니다.,purpose=general_chat | filters=none | source=internal_db | explanation=CG3S1306045 사진 보여줘,responses/OTH-050/turn_01.json
LOG-001,1,로그 기반 추가 > 실사용 추천 흐름,"🧭 문의 목적: 신규 제품 추천
🧱 가공 소재: 탄소강
🛠️ 가공 방식: Milling
📐 가공 형상: 모름
📏 공구 직경: 모름
🌐 국가: 전체 국가 (ALL)

위 조건에 맞는 YG-1 제품을 추천해 주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: material=P | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: material=P,"purpose=question | filters=material=P, cuttingType=Side_Milling",responses/LOG-001/turn_01.json
LOG-001,2,로그 기반 추가 > 실사용 추천 흐름,직경 추천 부탁해요 ㅎㅎ,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling",responses/LOG-001/turn_02.json
LOG-001,3,로그 기반 추가 > 실사용 추천 흐름,TiN Coating (1805개),"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling, coating=TiN",responses/LOG-001/turn_03.json
LOG-001,4,로그 기반 추가 > 실사용 추천 흐름,직경 어떻게하는게 좋아?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling, coating=TiN",responses/LOG-001/turn_04.json
LOG-002,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: Side_Milling,Side Milling
🔧 가공 방식: Milling
📏 공구 직경: 8mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=8 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=8","purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8",responses/LOG-002/turn_01.json
LOG-002,2,로그 기반 추가 > 실사용 추천 흐름,3날 (193개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: fluteCount=3 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: fluteCount=3,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3",responses/LOG-002/turn_02.json
LOG-002,3,로그 기반 추가 > DB/설명,각각에 대해서 설명,"시리즈/브랜드/코팅 설명 요청으로 해석하고, 내부 지식이나 명시된 외부 검색 범위 안에서 설명한다. 확인되지 않은 브랜드나 시리즈는 사실처럼 말하지 않는다.","기대 결과: 설명형 응답, 근거 없는 정보 금지",통과,내부 DB 기반 설명이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3 | source=internal_db | explanation=각각에 대해서 설명",responses/LOG-002/turn_03.json
LOG-002,4,로그 기반 추가 > 실사용 추천 흐름,램핑 가공에서는 어떤 형상이 좋은가,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,내부 DB 기반 설명이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3 | source=internal_db | explanation=램핑 가공에서는 어떤 형상이 좋은가",responses/LOG-002/turn_04.json
LOG-002,5,로그 기반 추가 > 실사용 추천 흐름,비철금속 (26개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: workPieceName=Aluminum | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: workPieceName=Aluminum,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3, material=N",responses/LOG-002/turn_05.json
LOG-003,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: 모름
🔧 가공 방식: Milling
📏 공구 직경: 10mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=10 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=10","purpose=question | filters=workPieceName=Aluminum, diameterMm=10",responses/LOG-003/turn_01.json
LOG-003,2,로그 기반 추가 > 실사용 추천 흐름,비철금속,"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: workPieceName=Aluminum | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: workPieceName=Aluminum,"purpose=question | filters=workPieceName=Aluminum, diameterMm=10, material=N",responses/LOG-003/turn_02.json
LOG-003,3,로그 기반 추가 > 실사용 추천 흐름,그것들 차이가 뭐야 ?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | explanation=그것들 차이가 뭐야 ?",responses/LOG-003/turn_03.json
LOG-003,4,로그 기반 추가 > 실사용 추천 흐름,Radius란?,"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: toolSubtype=Radius | 기대 결과: 필터 적용 후 추천 또는 추가 질문,실패,필수 필터 미적용: toolSubtype=Radius,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | source=internal_db | explanation=Radius란?",responses/LOG-003/turn_04.json
