question,answer,series,brand,category
ALU-POWER E5158은 어떤 소재에 쓸 수 있어?,"ALU-POWER E5158은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials (Duroplastic) 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5158,ALU-POWER,material_target
ALU-POWER E5158의 코팅이랑 재질은?,ALU-POWER E5158의 코팅은 무코팅입니다.,E5158,ALU-POWER,coating_material
ALU-POWER E5158의 특징이 뭐야?,"ALU-POWER E5158의 주요 특징: 3 FLUTE - PROFILING. 추천 절삭조건 page. Maximum recommended depth shown. Fh cuts typically require reduced feed rates 및/or higher spdle speed,  radial width  2% x D or less. Reduce speed 및 feed recommendat  materials harder than lted.",E5158,ALU-POWER,feature
ALU-POWER E5158의 사양이 어떻게 돼?,ALU-POWER E5158 사양: 날 수 3.,E5158,ALU-POWER,tool_shape
ALU-POWER E5158은 어디에 쓰는 거야?,"ALU-POWER E5158은(는) 윤곽 가공, Side 밀링 등에 사용됩니다.",E5158,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER E5158 시리즈를 추천합니다. ALU-POWER HPC END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 무코팅.",E5158,ALU-POWER,selection
ALU-POWER E5159 시리즈가 뭐야?,"ALU-POWER E5159은(는) ALU-POWER HPC END MILLS, 엔드밀, 무코팅 코팅, 3날입니다.",E5159,ALU-POWER,product_overview
ALU-POWER E5159은 어떤 소재에 쓸 수 있어?,"ALU-POWER E5159은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials (Duroplastic) 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5159,ALU-POWER,material_target
ALU-POWER E5159의 코팅이랑 재질은?,ALU-POWER E5159의 코팅은 무코팅입니다.,E5159,ALU-POWER,coating_material
ALU-POWER E5159의 특징이 뭐야?,"ALU-POWER E5159의 주요 특징: 3 FLUTE - PROFILING. 추천 절삭조건 page. Maximum recommended depth shown. Fh cuts typically require reduced feed rates 및/or higher spdle speed,  radial width  2% x D or less. Reduce speed 및 feed recommendat  materials harder than lted.",E5159,ALU-POWER,feature
ALU-POWER E5159의 사양이 어떻게 돼?,ALU-POWER E5159 사양: 날 수 3.,E5159,ALU-POWER,tool_shape
ALU-POWER E5159은 어디에 쓰는 거야?,"ALU-POWER E5159은(는) 윤곽 가공, Side 밀링 등에 사용됩니다.",E5159,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER E5159 시리즈를 추천합니다. ALU-POWER HPC END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 무코팅.",E5159,ALU-POWER,selection
ALU-POWER HPC E5I36 시리즈가 뭐야?,"ALU-POWER HPC E5I36은(는) ALU-POWER HPC END MILLS / E5I36, E5I38, E5I37, E5I39 SERIES, 엔드밀, (3 날 Chip Breaker), 3날입니다.",E5I36,ALU-POWER HPC,product_overview
ALU-POWER HPC E5I36은 어떤 소재에 쓸 수 있어?,"ALU-POWER HPC E5I36은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials (Duroplastic) 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5I36,ALU-POWER HPC,material_target
ALU-POWER HPC E5I36의 특징이 뭐야?,ALU-POWER HPC E5I36의 주요 특징: 3 날 칩 브레이커. 슬로팅 및 측면 가공 recommendat provided. HSM notes cluded.,E5I36,ALU-POWER HPC,feature
ALU-POWER HPC E5I36의 사양이 어떻게 돼?,ALU-POWER HPC E5I36 사양: 날 수 3.,E5I36,ALU-POWER HPC,tool_shape
ALU-POWER HPC E5I36은 어디에 쓰는 거야?,"ALU-POWER HPC E5I36은(는) 슬로팅, 측면 가공 등에 사용됩니다.",E5I36,ALU-POWER HPC,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER HPC E5I36 시리즈를 추천합니다. ALU-POWER HPC END MILLS / E5I36, E5I38, E5I37, E5I39 SERIES이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다.",E5I36,ALU-POWER HPC,selection
ALU-POWER HPC E5I38 시리즈가 뭐야?,"ALU-POWER HPC E5I38은(는) ALU-POWER HPC END MILLS / E5I36, E5I38, E5I37, E5I39 SERIES, 엔드밀, (3 날 Chip Breaker), 3날입니다.",E5I38,ALU-POWER HPC,product_overview
ALU-POWER HPC E5I38은 어떤 소재에 쓸 수 있어?,"ALU-POWER HPC E5I38은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials (Duroplastic) 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5I38,ALU-POWER HPC,material_target
ALU-POWER HPC E5I38의 특징이 뭐야?,ALU-POWER HPC E5I38의 주요 특징: 3 날 칩 브레이커. 슬로팅 및 측면 가공 recommendat provided. HSM notes cluded.,E5I38,ALU-POWER HPC,feature
ALU-POWER HPC E5I38의 사양이 어떻게 돼?,ALU-POWER HPC E5I38 사양: 날 수 3.,E5I38,ALU-POWER HPC,tool_shape
ALU-POWER HPC E5I38은 어디에 쓰는 거야?,"ALU-POWER HPC E5I38은(는) 슬로팅, 측면 가공 등에 사용됩니다.",E5I38,ALU-POWER HPC,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER HPC E5I38 시리즈를 추천합니다. ALU-POWER HPC END MILLS / E5I36, E5I38, E5I37, E5I39 SERIES이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다.",E5I38,ALU-POWER HPC,selection
BANSHEE E5253 시리즈가 뭐야?,"BANSHEE E5253은(는) 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS, 엔드밀, (스퀘어), 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 2날입니다.",E5253,BANSHEE,product_overview
BANSHEE E5253은 어떤 소재에 쓸 수 있어?,"BANSHEE E5253은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금ed, 구리 및 구리 합금, N Metallic Materials, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5253,BANSHEE,material_target
BANSHEE E5253의 코팅이랑 재질은?,"BANSHEE E5253의 공구 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",E5253,BANSHEE,coating_material
BANSHEE E5253의 특징이 뭐야?,"BANSHEE E5253의 주요 특징: For 알루미늄 합금 및 Silent Cuttg. 레귤러 length. 스퀘어 절삭날 shape. U.S.A Sck. 추천 절삭조건  알루미늄-전신재 합금 및 알루미늄-cast, 합금.",E5253,BANSHEE,feature
BANSHEE E5253의 사양이 어떻게 돼?,"BANSHEE E5253 사양: 날 수 2, 직경 범위 D1/4~D1, 깊이비 Side cutting: D1/8~3/8 = 0.25D, D1/2~13/16 = 0.5D; Slotting: Ae 1.0D, Ap 0.5D, 헬릭스각 42°.",E5253,BANSHEE,tool_shape
BANSHEE E5253은 어디에 쓰는 거야?,"BANSHEE E5253은(는) 알루미늄 합금, Silent cuttg, 측면 가공, 슬로팅 등에 사용됩니다.",E5253,BANSHEE,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"BANSHEE E5253 시리즈를 추천합니다. 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",E5253,BANSHEE,selection
BANSHEE E5254 시리즈가 뭐야?,"BANSHEE E5254은(는) 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS, 엔드밀, (스퀘어), 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 2날입니다.",E5254,BANSHEE,product_overview
BANSHEE E5254은 어떤 소재에 쓸 수 있어?,"BANSHEE E5254은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금ed, 구리 및 구리 합금, N Metallic Materials, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동) 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5254,BANSHEE,material_target
BANSHEE E5254의 코팅이랑 재질은?,"BANSHEE E5254의 공구 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",E5254,BANSHEE,coating_material
BANSHEE E5254의 특징이 뭐야?,BANSHEE E5254의 주요 특징: For 알루미늄 합금 및 Silent Cuttg. 레귤러 length. 스퀘어 절삭날 shape. U.S.A Sck. High velocity 밀링  알루미늄 & or n ferrous materials.,E5254,BANSHEE,feature
BANSHEE E5254의 사양이 어떻게 돼?,"BANSHEE E5254 사양: 날 수 2, 직경 범위 D1/16~D1, 깊이비 Side cutting: D1/8~3/8 = 0.25D, D1/2~13/16 = 0.5D; Slotting: Ae 1.0D, Ap 0.5D, 헬릭스각 42°.",E5254,BANSHEE,tool_shape
BANSHEE E5254은 어디에 쓰는 거야?,"BANSHEE E5254은(는) 알루미늄 합금, Silent cuttg, High velocity 밀링  알루미늄, Machg 알루미늄 및 or n-ferrous materials, 플런징 등에 사용됩니다.",E5254,BANSHEE,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"BANSHEE E5254 시리즈를 추천합니다. 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",E5254,BANSHEE,selection
BANSHEE E5976 시리즈가 뭐야?,"BANSHEE E5976은(는) 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS, 엔드밀, (스퀘어), 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 2날입니다.",E5976,BANSHEE,product_overview
BANSHEE E5976은 어떤 소재에 쓸 수 있어?,"BANSHEE E5976은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금ed, 구리 및 구리 합금, N Metallic Materials, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5976,BANSHEE,material_target
BANSHEE E5976의 코팅이랑 재질은?,"BANSHEE E5976의 공구 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",E5976,BANSHEE,coating_material
BANSHEE E5976의 특징이 뭐야?,BANSHEE E5976의 주요 특징: For 알루미늄 합금 및 Silent Cuttg. Extended neck. 스퀘어 절삭날 shape. U.S.A Sck. 추천 절삭조건  2 날 엔드밀.,E5976,BANSHEE,feature
BANSHEE E5976의 사양이 어떻게 돼?,"BANSHEE E5976 사양: 날 수 2, 직경 범위 D1/4~D1, 깊이비 1.0D / 0.5D, 헬릭스각 37°.",E5976,BANSHEE,tool_shape
BANSHEE E5976은 어디에 쓰는 거야?,"BANSHEE E5976은(는) 알루미늄 합금, Silent cuttg, 알루미늄 전신재 합금, 알루미늄 주조 합금 등에 사용됩니다.",E5976,BANSHEE,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"BANSHEE E5976 시리즈를 추천합니다. 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",E5976,BANSHEE,selection
BANSHEE E5980 시리즈가 뭐야?,"BANSHEE E5980은(는) 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS, 엔드밀, (스퀘어), 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 3날입니다.",E5980,BANSHEE,product_overview
BANSHEE E5980은 어떤 소재에 쓸 수 있어?,"BANSHEE E5980은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금ed, 구리 및 구리 합금, N Metallic Materials, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",E5980,BANSHEE,material_target
BANSHEE E5980의 코팅이랑 재질은?,"BANSHEE E5980의 공구 재질은 솔리드 초경 / 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",E5980,BANSHEE,coating_material
BANSHEE E5980의 특징이 뭐야?,BANSHEE E5980의 주요 특징: For 알루미늄 합금 및 Silent Cuttg. 스텁 length. 스퀘어 절삭날 shape. U.S.A Sck. 추천 절삭조건 page.,E5980,BANSHEE,feature
BANSHEE E5980의 사양이 어떻게 돼?,"BANSHEE E5980 사양: 날 수 3, 직경 범위 D1/8~D1, 깊이비 1.0D, 헬릭스각 45°.",E5980,BANSHEE,tool_shape
BANSHEE E5980은 어디에 쓰는 거야?,"BANSHEE E5980은(는) 알루미늄 합금, Silent cuttg, 측면 가공, 슬로팅 등에 사용됩니다.",E5980,BANSHEE,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"BANSHEE E5980 시리즈를 추천합니다. 솔리드 초경 & 분말야금 고속도강(고속도강(HSS)-PM) ALU POWER END MILLS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",E5980,BANSHEE,selection
ALU-POWER EG930 시리즈가 뭐야?,"ALU-POWER EG930은(는) PLAIN SHANK EG930 SERIES / 초경, 2 FLUTE 25° HELIX STUB CUT LENGTH CORNER RADIUS, 엔드밀, (코너 래디우스 / 스텁 Cut Length / 스트레이트 생크 Shank), 재질은 초경, TiCN 코팅, 2날입니다.",EG930,ALU-POWER,product_overview
ALU-POWER EG930은 어떤 소재에 쓸 수 있어?,"ALU-POWER EG930은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",EG930,ALU-POWER,material_target
ALU-POWER EG930의 코팅이랑 재질은?,"ALU-POWER EG930의 공구 재질은 초경, 코팅은 TiCN입니다.",EG930,ALU-POWER,coating_material
ALU-POWER EG930의 특징이 뭐야?,"ALU-POWER EG930의 주요 특징: Designed  machg 알루미늄 및 its 합금, n-ferrous materials. Increased 공구 수명 및 higher cuttg accuracy. Maximum-sck removal, chip ejecti, stability. Corner 래디우스  avoidg chippg. Mirror face-우수 surface fh.",EG930,ALU-POWER,feature
ALU-POWER EG930의 사양이 어떻게 돼?,"ALU-POWER EG930 사양: 날 수 2, 직경 범위 D2.0~D20.0, 헬릭스각 25°.",EG930,ALU-POWER,tool_shape
ALU-POWER EG930은 어디에 쓰는 거야?,"ALU-POWER EG930은(는) Step 밀링, Machg 알루미늄 및 its 합금, Machg n-ferrous materials, 2 날 측면 가공, 2 날 슬로팅 등에 사용됩니다.",EG930,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EG930 시리즈를 추천합니다. PLAIN SHANK EG930 SERIES / 초경, 2 FLUTE 25° HELIX STUB CUT LENGTH CORNER RADIUS이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",EG930,ALU-POWER,selection
ALU-POWER EG910 시리즈가 뭐야?,"ALU-POWER EG910은(는) PLAIN SHANK EG910 SERIES / 초경, 2 FLUTE 50° HELIX STUB CUT LENGTH BALL NOSE  NECK, 엔드밀, (볼노즈  Neck), 재질은 초경, TiCN 코팅, 2날입니다.",EG910,ALU-POWER,product_overview
ALU-POWER EG910은 어떤 소재에 쓸 수 있어?,"ALU-POWER EG910은(는) Staless 강, 알루미늄, 구리, 비합금강, 저합금강, 고합금강, 공구강, 회주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",EG910,ALU-POWER,material_target
ALU-POWER EG910의 코팅이랑 재질은?,"ALU-POWER EG910의 공구 재질은 초경, 코팅은 TiCN입니다.",EG910,ALU-POWER,coating_material
ALU-POWER EG910의 특징이 뭐야?,"ALU-POWER EG910의 주요 특징: 우수 cuttg qualities  스테인리스강, 알루미늄, 구리.. Increased 공구 수명 및 higher cuttg accuracy.. Mirror face-우수 surface fh.. R ±0.01. Mill diameter lerance ±0.02.",EG910,ALU-POWER,feature
ALU-POWER EG910의 사양이 어떻게 돼?,"ALU-POWER EG910 사양: 날 수 2, 직경 범위 D6.0~D20.0, 헬릭스각 50°.",EG910,ALU-POWER,tool_shape
ALU-POWER EG910은 어디에 쓰는 거야?,"ALU-POWER EG910은(는) General 밀링  스테인리스강, 알루미늄, 및 구리, 볼 nose machg  neck clearance, Plane cuttg  알루미늄-전신재 합금 및 알루미늄-cast, 합금, Plane cuttg  구리 및 구리 합금 (청동 / 황동) 등에 사용됩니다.",EG910,ALU-POWER,application
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EG910 시리즈를 추천합니다. PLAIN SHANK EG910 SERIES / 초경, 2 FLUTE 50° HELIX STUB CUT LENGTH BALL NOSE  NECK이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiCN.",EG910,ALU-POWER,selection
스테인리스강 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EG910 시리즈를 추천합니다. PLAIN SHANK EG910 SERIES / 초경, 2 FLUTE 50° HELIX STUB CUT LENGTH BALL NOSE  NECK이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiCN.",EG910,ALU-POWER,selection
ALU-POWER EK191 시리즈가 뭐야?,"ALU-POWER EK191은(는) EK191 SERIES: 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX REGULAR LENGTH ROUGHING  ALUMINUM, 엔드밀, (황삭), 재질은 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 3날입니다.",EK191,ALU-POWER,product_overview
ALU-POWER EK191은 어떤 소재에 쓸 수 있어?,"ALU-POWER EK191은(는) 알루미늄 합금, 알루미늄 전신재 합금, 알루미늄 주조 합금ed, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등)), S(내열합금/티타늄)에 해당합니다.",EK191,ALU-POWER,material_target
ALU-POWER EK191의 코팅이랑 재질은?,"ALU-POWER EK191의 공구 재질은 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",EK191,ALU-POWER,coating_material
ALU-POWER EK191의 특징이 뭐야?,ALU-POWER EK191의 주요 특징: High permance metal removal  알루미늄 합금. Corner 래디우스 agast chippg. 무코팅 및 TiCN 코팅 vers available. TiN or TiAlN 코팅 vers 주문 가능. Combati shank  2 ch size.,EK191,ALU-POWER,feature
ALU-POWER EK191의 사양이 어떻게 돼?,"ALU-POWER EK191 사양: 날 수 3, 직경 범위 1/2~2 inch, 깊이비 Side cutting: Ae 0.5D, Ap 1.5D; Slotting: Ae 1.0D, Ap 0.5D, 헬릭스각 42°.",EK191,ALU-POWER,tool_shape
ALU-POWER EK191은 어디에 쓰는 거야?,"ALU-POWER EK191은(는) 황삭  알루미늄 합금, 알루미늄 전신재 합금, 알루미늄 주조 합금 등에 사용됩니다.",EK191,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EK191 시리즈를 추천합니다. EK191 SERIES: 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX REGULAR LENGTH ROUGHING  ALUMINUM이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",EK191,ALU-POWER,selection
내열합금/티타늄 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EK191 시리즈를 추천합니다. EK191 SERIES: 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX REGULAR LENGTH ROUGHING  ALUMINUM이며, ISO S(내열합금/티타늄) 소재에 적합합니다. 코팅은 TiCN.",EK191,ALU-POWER,selection
ALU-POWER EK226 시리즈가 뭐야?,"ALU-POWER EK226은(는) 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX & MEDIUM LENGTH ROUGHING  ALUMINUM, 엔드밀, (스퀘어 / 코너 래디우스 / 황삭), 재질은 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 3날입니다.",EK226,ALU-POWER,product_overview
ALU-POWER EK226은 어떤 소재에 쓸 수 있어?,"ALU-POWER EK226은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금, 구리 및 구리 합금 (청동 / 황동), N Metallic Materials 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등)), S(내열합금/티타늄)에 해당합니다.",EK226,ALU-POWER,material_target
ALU-POWER EK226의 코팅이랑 재질은?,"ALU-POWER EK226의 공구 재질은 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",EK226,ALU-POWER,coating_material
ALU-POWER EK226의 특징이 뭐야?,ALU-POWER EK226의 주요 특징: High permance metal removal  알루미늄 합금. Corner 래디우스 agast chippg. 3 날 design. 42° helix. Available  무코팅 및 TiCN 코팅 vers.,EK226,ALU-POWER,feature
ALU-POWER EK226의 사양이 어떻게 돼?,"ALU-POWER EK226 사양: 날 수 3, 직경 범위 3/4""~2"", 깊이비 Side cutting: Ae 0.5D, Ap 1.5D; Slotting: Ae 1.0D, Ap 0.5D, 헬릭스각 42°.",EK226,ALU-POWER,tool_shape
ALU-POWER EK226은 어디에 쓰는 거야?,"ALU-POWER EK226은(는) 황삭  알루미늄 합금, General 알루미늄 machg, 알루미늄 전신재 합금, 알루미늄 주조 합금 등에 사용됩니다.",EK226,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EK226 시리즈를 추천합니다. 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX & MEDIUM LENGTH ROUGHING  ALUMINUM이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",EK226,ALU-POWER,selection
내열합금/티타늄 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EK226 시리즈를 추천합니다. 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX & MEDIUM LENGTH ROUGHING  ALUMINUM이며, ISO S(내열합금/티타늄) 소재에 적합합니다. 코팅은 TiCN.",EK226,ALU-POWER,selection
ALU-POWER EK196 시리즈가 뭐야?,"ALU-POWER EK196은(는) FLAT SHANK EK196 SERIES / 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX ROUGHING BALL NOSE REGULAR LENGTH  ALUMINUM, 엔드밀, (황삭 볼노즈), 재질은 분말야금 고속도강(고속도강(HSS)-PM), TiCN 코팅, 3날입니다.",EK196,ALU-POWER,product_overview
ALU-POWER EK196은 어떤 소재에 쓸 수 있어?,"ALU-POWER EK196은(는) 알루미늄 합금, 알루미늄 전신재 합금, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",EK196,ALU-POWER,material_target
ALU-POWER EK196의 코팅이랑 재질은?,"ALU-POWER EK196의 공구 재질은 분말야금 고속도강(고속도강(HSS)-PM), 코팅은 TiCN입니다.",EK196,ALU-POWER,coating_material
ALU-POWER EK196의 특징이 뭐야?,ALU-POWER EK196의 주요 특징: High permance metal removal  알루미늄 합금. Available  무코팅 및 TiCN 코팅 vers. TiN 코팅 or TiAlN 코팅 주문 가능. 레귤러 length. 플랫 shank.,EK196,ALU-POWER,feature
ALU-POWER EK196의 사양이 어떻게 돼?,"ALU-POWER EK196 사양: 날 수 3, 직경 범위 1/4~5/8, 깊이비 1.5D, 헬릭스각 42°.",EK196,ALU-POWER,tool_shape
ALU-POWER EK196은 어디에 쓰는 거야?,"ALU-POWER EK196은(는) High permance metal removal  알루미늄 합금, 측면 가공 등에 사용됩니다.",EK196,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EK196 시리즈를 추천합니다. FLAT SHANK EK196 SERIES / 분말야금 고속도강(고속도강(HSS)-PM), 3 FLUTE 42° HELIX ROUGHING BALL NOSE REGULAR LENGTH  ALUMINUM이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",EK196,ALU-POWER,selection
ALU-POWER EG253 시리즈가 뭐야?,"ALU-POWER EG253은(는) ALU-POWER END MILLS TiCN 코팅, 엔드밀, (2 날 / Side Cuttg / 슬로팅), TiCN 코팅, 2날입니다.",EG253,ALU-POWER,product_overview
ALU-POWER EG253은 어떤 소재에 쓸 수 있어?,"ALU-POWER EG253은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",EG253,ALU-POWER,material_target
ALU-POWER EG253의 코팅이랑 재질은?,ALU-POWER EG253의 코팅은 TiCN입니다.,EG253,ALU-POWER,coating_material
ALU-POWER EG253의 특징이 뭐야?,"ALU-POWER EG253의 주요 특징: TiCN 코팅. 추천 절삭조건  알루미늄-전신재 합금 및 알루미늄-cast, 합금. 측면 가공 및 슬로팅 cdit provided. Lg & extra lg types should reduce feed  around 50%.",EG253,ALU-POWER,feature
ALU-POWER EG253의 사양이 어떻게 돼?,"ALU-POWER EG253 사양: 날 수 2, 직경 범위 1/8~13/16, 깊이비 Side cutting: D1/8~3/8 = 0.25D, D1/2~13/16 = 0.5D; Slotting: Ae 1.0D, Ap 0.5D.",EG253,ALU-POWER,tool_shape
ALU-POWER EG253은 어디에 쓰는 거야?,"ALU-POWER EG253은(는) 측면 가공, 슬로팅 등에 사용됩니다.",EG253,ALU-POWER,application
비철금속(알루미늄 등) 가공할 때 쓸만한 엔드밀 있어?,"ALU-POWER EG253 시리즈를 추천합니다. ALU-POWER END MILLS TiCN 코팅이며, ISO N(비철금속(알루미늄 등)) 소재에 적합합니다. 코팅은 TiCN.",EG253,ALU-POWER,selection
ALU-POWER EG254 시리즈가 뭐야?,"ALU-POWER EG254은(는) ALU-POWER END MILLS TiCN 코팅, 엔드밀, (2 날 / Side Cuttg / 슬로팅), TiCN 코팅, 2날입니다.",EG254,ALU-POWER,product_overview
ALU-POWER EG254은 어떤 소재에 쓸 수 있어?,"ALU-POWER EG254은(는) 알루미늄 전신재 합금, 알루미늄 주조 합금 등의 소재 가공에 적합합니다. ISO 그룹 N(비철금속(알루미늄 등))에 해당합니다.",EG254,ALU-POWER,material_target
ALU-POWER EG254의 코팅이랑 재질은?,ALU-POWER EG254의 코팅은 TiCN입니다.,EG254,ALU-POWER,coating_material
ALU-POWER EG254의 특징이 뭐야?,"ALU-POWER EG254의 주요 특징: TiCN 코팅. 추천 절삭조건  알루미늄-전신재 합금 및 알루미늄-cast, 합금. 측면 가공 및 슬로팅 cdit provided. Lg & extra lg types should reduce feed  around 50%.",EG254,ALU-POWER,feature
ALU-POWER EG254의 사양이 어떻게 돼?,"ALU-POWER EG254 사양: 날 수 2, 직경 범위 1/8~13/16, 깊이비 Side cutting: D1/8~3/8 = 0.25D, D1/2~13/16 = 0.5D; Slotting: Ae 1.0D, Ap 0.5D.",EG254,ALU-POWER,tool_shape
